Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1992,N2O,35,35
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,1992,N2O,5082,5102
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,1992,N2O,586,588
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1992,N2O,655,657
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,1992,N2O,5,5
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1992,CO2,363115,363115
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1992,CO2,662,662
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1992,CO2,679,679
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,1992,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1992,CO2,24479,24479
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1992,CO2,96771,96771
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1992,CO2,100230,100230
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1992,CO2,23190,23190
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1992,CO2,28317,28317
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1992,CO2,14020,14020
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,1992,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1992,CO2,10505,10505
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1992,CO2,11728,11728
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1992,CH4,390665,130222
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1992,CH4,7848,2616
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1992,CH4,935,312
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,1992,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1992,CH4,30399,10133
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1992,CH4,54086,18029
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1992,CH4,56019,18673
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1992,CH4,19393,6464
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1992,CH4,205395,68465
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1992,CH4,16313,5438
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,1992,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1992,CH4,19092,6364
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1992,CH4,14510,4837
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1992,N2O,1123,1128
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1992,N2O,7,7
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1992,N2O,5,5
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1992,N2O,179,180
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1992,N2O,198,199
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1992,N2O,208,209
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1992,N2O,77,77
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1992,N2O,183,183
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1992,N2O,73,73
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1992,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1992,N2O,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1992,CO2,14656093,14656093
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1992,CO2,1709831,1709831
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1992,CO2,76,76
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1992,CH4,7732264,2577421
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1992,CH4,1178470,392823
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1992,CH4,254,85
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1992,N2O,40231,40383
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1992,N2O,4719,4737
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1992,N2O,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1992,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1992,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1992,CO2,7589,7589
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1992,CO2,758424,758424
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1992,CH4,6929,2310
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1992,CH4,692466,230822
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1992,N2O,24,24
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1992,N2O,2389,2398
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1992,CO2,69583,69583
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1992,CH4,47959,15986
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1992,N2O,192,193
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1992,CO2,15839,15839
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1992,CO2,12695,12695
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1992,CH4,10917,3639
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1992,CH4,10617,3539
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1992,N2O,44,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1992,N2O,40,40
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1992,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1992,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1992,CO2,39039,39039
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1992,CO2,218494,218494
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1992,CH4,26907,8969
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1992,CH4,182726,60909
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1992,N2O,108,108
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1992,N2O,694,697
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1992,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,1992,CO2,1475039,1475039
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,1992,CH4,1346759,448920
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,1992,N2O,4647,4664
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1992,CO2,100485,100485
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1992,CH4,69257,23086
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1992,N2O,277,278
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1992,CO2,34942,34942
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1992,CH4,18435,6145
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1992,N2O,96,96
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1992,CO2,41359,41359
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1992,CH4,21820,7273
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1992,N2O,114,114
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1992,CO2,43475,43475
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1992,CH4,22937,7646
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1992,N2O,119,120
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1992,CO2,60314,60314
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1992,CH4,31821,10607
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1992,N2O,166,166
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1992,CO2,13244,13244
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1992,CH4,6987,2329
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1992,N2O,36,36
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,1992,CO2,284245,284245
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,1992,CH4,149962,49987
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,1992,N2O,780,783
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1992,CO2,128995,128995
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1992,CH4,68055,22685
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1992,N2O,354,355
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1992,CO2,124675,124675
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1992,CH4,65776,21925
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1992,N2O,342,344
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1992,Biogenic CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,1992,CO2,69203,69203
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,1992,CH4,231723,77241
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,1992,N2O,209,209
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,1992,CO2,108067,108067
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1992,CO2,13181,13181
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,1992,CO2,44989,44989
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1992,CO2,3207,3207
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1992,CO2,35783,35783
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,1992,CH4,647756,215919
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1992,CH4,9041,3014
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,1992,CH4,317209,105736
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1992,CH4,2624,875
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1992,CH4,28531,9510
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,1992,N2O,763,766
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1992,N2O,35,35
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,1992,N2O,138,139
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1992,N2O,10,10
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1992,N2O,114,115
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Coal,1992,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1992,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1992,CO2,263139,263139
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1992,CO2,2810,2810
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1992,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Coal,1992,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1992,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1992,CH4,1863528,621176
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1992,CH4,2299,766
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1992,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Coal,1992,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1992,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1992,N2O,810,813
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1992,N2O,9,9
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1992,N2O,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Coal,1993,CO2,23189843,23189843
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Coal,1993,CH4,15161,5054
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Coal,1993,N2O,245044,245972
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Distillate Fuel,1993,CO2,388864,388864
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Distillate Fuel,1993,CH4,419,140
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Distillate Fuel,1993,N2O,586,588
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Natural Gas,1993,CO2,13127275,13127275
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Natural Gas,1993,CH4,21943,7314
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Natural Gas,1993,N2O,20689,20767
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Petroleum Coke,1993,CO2,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Petroleum Coke,1993,CH4,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Petroleum Coke,1993,N2O,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Residual Fuel,1993,CO2,11068006,11068006
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Residual Fuel,1993,CH4,10450,3483
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Residual Fuel,1993,N2O,12316,12363
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Wood,1993,CH4,4803,1601
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Wood,1993,N2O,9606,9643
Yes,No,No,Electricity,Energy,Fuel Combustion,Electricity,Not Applicable,Wood,1993,Biogenic CO2,508187,508187
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1993,CO2,97647,97647
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1993,CH4,27066,9022
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1993,N2O,425,427
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1993,CO2,13190024,13190024
